term,place_id,name,permanently_closed,business_status,reference,found_types,formatted_address,rating,user_ratings_total,google_url,lat,lng
,ChIJ7fBL5QiAWZMRiE0w35Ln_O4,Colégio Adventista,False,OPERATIONAL,ChIJ7fBL5QiAWZMRiE0w35Ln_O4,"primary_school,secondary_school,school,point_of_interest,establishment","St. Central - Pte. Alta Norte (Gama), Brasília - DF, 72405-125",3.8,61,https://www.google.com/maps/place/?q=place_id:ChIJ7fBL5QiAWZMRiE0w35Ln_O4,-16.014536,-48.06914800000001
centro educacional,ChIJ7ffKpgnMW5MR4OFvaN3UH78,CEPI Ipê Amarelo - Centro de Educação de Primeira Infância Ipê Amarelo,True,CLOSED_TEMPORARILY,ChIJ7ffKpgnMW5MR4OFvaN3UH78,"school,point_of_interest,establishment","St. Q QNQ 5 lote A - Ceilândia, Brasília - DF, 72270-505",4.6,5,https://www.google.com/maps/place/?q=place_id:ChIJ7ffKpgnMW5MR4OFvaN3UH78,-15.8066902,-48.1464334
centro educacional,ChIJ7fuOTWg9WpMR7dzPB8uAQVM,Centro De Educação Infantil 01 Do Paranoa,True,CLOSED_TEMPORARILY,ChIJ7fuOTWg9WpMR7dzPB8uAQVM,"school,point_of_interest,establishment","Q 16 Cj E Lt 01 - Paranoá, Brasília - DF, 71571-600",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7fuOTWg9WpMR7dzPB8uAQVM,-15.7716687,-47.7758332
,ChIJ7QOzuW8yWpMR6a5pux6mJhU,Escola Técnica de Brasília,False,OPERATIONAL,ChIJ7QOzuW8yWpMR6a5pux6mJhU,"school,point_of_interest,establishment","Avenida Águas Claras QS 07, Lote 02/08 - Vila Areal, Brasília - DF, 70297-400",4.2,126,https://www.google.com/maps/place/?q=place_id:ChIJ7QOzuW8yWpMR6a5pux6mJhU,-15.8605418,-48.0281583
,ChIJ7QZwiHgyWpMRlhSoDUWF2KA,Maple Bear Canadian School Águas Claras,False,OPERATIONAL,ChIJ7QZwiHgyWpMRlhSoDUWF2KA,"school,point_of_interest,establishment","QS 5 lote 4 - Águas Claras, Brasília - DF, 71955-000",4.1,9,https://www.google.com/maps/place/?q=place_id:ChIJ7QZwiHgyWpMRlhSoDUWF2KA,-15.8525497,-48.03346819999999
,ChIJ7S4SQcEtWpMRIj8yBKzgg4M,Bom Jesus,True,CLOSED_TEMPORARILY,ChIJ7S4SQcEtWpMRIj8yBKzgg4M,"school,point_of_interest,establishment","SH Arniqueiras QS 11 - Taguatinga, Brasília - DF, 71978-700",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7S4SQcEtWpMRIj8yBKzgg4M,-15.8717077,-48.016917
,ChIJ7S5zBiMyWpMRokCy0Ef9oug,Zigue Zar,False,OPERATIONAL,ChIJ7S5zBiMyWpMRokCy0Ef9oug,"school,point_of_interest,establishment","SMPW Quadra 5, Lote 1, Conjunto 13 - Núcleo Bandeirante, Brasília - DF",4.5,18,https://www.google.com/maps/place/?q=place_id:ChIJ7S5zBiMyWpMRokCy0Ef9oug,-15.8256124,-48.0087421
escola infantil,ChIJ7SDWHlaHWZMReN27MxLZulQ,Escola Municipal de Educação Infantil Messias Leite Leão (Vó Messias),True,CLOSED_TEMPORARILY,ChIJ7SDWHlaHWZMReN27MxLZulQ,"school,point_of_interest,establishment","B - Quadra 04 lote 62 Ipiranga, Etapa, GO, 72879-346",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7SDWHlaHWZMReN27MxLZulQ,-16.0569231,-47.9996045
,ChIJ7Sg_n64yWpMR4_F7dhNaGxo,Escola Classe 412 De Samambaia,True,CLOSED_TEMPORARILY,ChIJ7Sg_n64yWpMR4_F7dhNaGxo,"school,point_of_interest,establishment","Qn 412 Ae Setor Norte, Setor Norte - Samambaia Sul, Brasília - DF, 72320-540",3,4,https://www.google.com/maps/place/?q=place_id:ChIJ7Sg_n64yWpMR4_F7dhNaGxo,-15.8563275,-48.0748387
centro educacional,ChIJ7SoYAZUxWpMRB4vsCXIAu-I,Centro Educacional Projeção,True,CLOSED_TEMPORARILY,ChIJ7SoYAZUxWpMRB4vsCXIAu-I,"school,point_of_interest,establishment","Guará I QE 20 - Guará, Brasília - DF, 71015-077",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7SoYAZUxWpMRB4vsCXIAu-I,-15.819721,-47.9835279
,ChIJ7SSI9bkvWpMR4V0NtM8m2mQ,Colégio Freudiano Psicanálise Brasília,True,CLOSED_TEMPORARILY,ChIJ7SSI9bkvWpMR4V0NtM8m2mQ,"school,point_of_interest,establishment","Shls Q 716 Cj F - s/n S 1, Brasília - DF, 70390-900",2,1,https://www.google.com/maps/place/?q=place_id:ChIJ7SSI9bkvWpMR4V0NtM8m2mQ,-15.8569483,-47.9504719
escola infantil,ChIJ7Sx8FUiBWZMRhSwqIGmw_ZY,Centro Municipal de Educação Infantil Mestre Sabá,True,CLOSED_TEMPORARILY,ChIJ7Sx8FUiBWZMRhSwqIGmw_ZY,"school,point_of_interest,establishment","Área Esp. S/nº, Q. 1, 2 - Jardim Ceu Azul, Valparaíso de Goiás - GO, 72871-144",4,1,https://www.google.com/maps/place/?q=place_id:ChIJ7Sx8FUiBWZMRhSwqIGmw_ZY,-16.0555437,-48.0124996
,ChIJ7Una9wfMW5MRqamRL9angC4,CEF 27 de Ceilândia,False,OPERATIONAL,ChIJ7Una9wfMW5MRqamRL9angC4,"school,primary_school,point_of_interest,establishment","12, Ceilândia Norte, St. R QNQ 7 - Ceilândia, Brasília - DF, 72275-150",3.7,41,https://www.google.com/maps/place/?q=place_id:ChIJ7Una9wfMW5MRqamRL9angC4,-15.8055884,-48.15109899999999
,ChIJ7UUAJCEzWpMRhqnBqKC-FwQ,Escola Flor De Lis,True,CLOSED_TEMPORARILY,ChIJ7UUAJCEzWpMRhqnBqKC-FwQ,"school,point_of_interest,establishment","St. B Norte - Taguatinga, Brasília - DF, 72115-135",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7UUAJCEzWpMRhqnBqKC-FwQ,-15.8201715,-48.0645555
escola,ChIJ7Uv2yzgzWpMReEWKlIAbQ68,Centro de Ensino Arco Íris Encantado,True,CLOSED_TEMPORARILY,ChIJ7Uv2yzgzWpMReEWKlIAbQ68,"school,point_of_interest,establishment","St. D Norte QND 30 - Taguatinga, Brasília - DF, 70297-400",3.5,2,https://www.google.com/maps/place/?q=place_id:ChIJ7Uv2yzgzWpMReEWKlIAbQ68,-15.8059709,-48.0658296
,ChIJ7UzJQFkTWpMRXkHNThaqwHo,Escola Classe Altamir,True,CLOSED_TEMPORARILY,ChIJ7UzJQFkTWpMRXkHNThaqwHo,"school,point_of_interest,establishment","Df 130 - Km 18, Bica do Der - Rural, DF, 73300-000",4.5,4,https://www.google.com/maps/place/?q=place_id:ChIJ7UzJQFkTWpMRXkHNThaqwHo,-15.6332498,-47.68128309999999
,ChIJ7VEzSZU6WpMR62j0pFkUi0g,SIS Swiss International School Brasília (SIS Brasília),False,OPERATIONAL,ChIJ7VEzSZU6WpMR62j0pFkUi0g,"school,point_of_interest,establishment","SGAS I SGAS 905 - Brasília, DF, 70297-400",4.4,19,https://www.google.com/maps/place/?q=place_id:ChIJ7VEzSZU6WpMR62j0pFkUi0g,-15.8022177,-47.90264579999999
colégio,ChIJ7VFRWyaEWZMRtitWvmSQc7c,Colegio JK,True,CLOSED_TEMPORARILY,ChIJ7VFRWyaEWZMRtitWvmSQc7c,"school,point_of_interest,establishment","quadra 40 casa 5 etapa brasileira R. 9, 191 - Chácaras Ipiranga- A, Valparaíso de Goiás - GO",3.4,12,https://www.google.com/maps/place/?q=place_id:ChIJ7VFRWyaEWZMRtitWvmSQc7c,-16.0674721,-47.97318689999999
colégio,ChIJ7W-NKOiBWZMRbwYD70dgPBY,Colégio JK - Gama,False,OPERATIONAL,ChIJ7W-NKOiBWZMRbwYD70dgPBY,"school,point_of_interest,establishment","Area Especial 16, 17, Brasília - DF, 72405-135",2,2,https://www.google.com/maps/place/?q=place_id:ChIJ7W-NKOiBWZMRbwYD70dgPBY,-16.0130028,-48.0607693
,ChIJ7wjLiua2W5MRGW4hNGCx2lo,CEI 01 de Brazlândia,True,CLOSED_TEMPORARILY,ChIJ7wjLiua2W5MRGW4hNGCx2lo,"school,point_of_interest,establishment","Piq Q 05 Lt 01 Setor Veredas Veredas - Brazlândia, DF, 72726-100",4.7,3,https://www.google.com/maps/place/?q=place_id:ChIJ7wjLiua2W5MRGW4hNGCx2lo,-15.6673712,-48.1989786
,ChIJ7WnNfUpimQARDw8xYz_aK2o,Escola de Comunicações,False,OPERATIONAL,ChIJ7WnNfUpimQARDw8xYz_aK2o,"school,point_of_interest,establishment","DF-001 - Lago Norte, Brasília - DF, 71559-902",4.2,5,https://www.google.com/maps/place/?q=place_id:ChIJ7WnNfUpimQARDw8xYz_aK2o,-15.7121586,-47.8129437
,ChIJ7wWW5VMwWpMRRhOCJO-r1eQ,Senac Sede Administrativa (DF),False,OPERATIONAL,ChIJ7wWW5VMwWpMRRhOCJO-r1eQ,"university,school,point_of_interest,establishment","SIA Trecho 3 Bloco C Lotes 625/695 (Cobertura Zona Industrial - Guará, Brasília - DF, 71200-030",3,2,https://www.google.com/maps/place/?q=place_id:ChIJ7wWW5VMwWpMRRhOCJO-r1eQ,-15.8021174,-47.9569513
,ChIJ7x3YKTotWpMR8aUdMWDdLI0,Escola Princípio do Saber,False,OPERATIONAL,ChIJ7x3YKTotWpMR8aUdMWDdLI0,"school,point_of_interest,establishment","QN 14E conjunto 01 lt14, Brasília - DF, 71881-151",5,2,https://www.google.com/maps/place/?q=place_id:ChIJ7x3YKTotWpMR8aUdMWDdLI0,-15.8923693,-48.0533846
,ChIJ7Y2Tu_LSW5MR5ysbiYXCC7E,EC 511 de Samambaia,True,CLOSED_TEMPORARILY,ChIJ7Y2Tu_LSW5MR5ysbiYXCC7E,"school,point_of_interest,establishment","Qn 511 - St. Sul, Brasília - DF, 72313-600",3,5,https://www.google.com/maps/place/?q=place_id:ChIJ7Y2Tu_LSW5MR5ysbiYXCC7E,-15.8902934,-48.1028305
,ChIJ7Y9a5uRvWpMR7FZHxc2EQQw,Escola Municipal Castro Alves,True,CLOSED_TEMPORARILY,ChIJ7Y9a5uRvWpMR7FZHxc2EQQw,"school,point_of_interest,establishment","Av. B, 651 - St. Sul, Planaltina - GO",3.5,2,https://www.google.com/maps/place/?q=place_id:ChIJ7Y9a5uRvWpMR7FZHxc2EQQw,-15.4652605,-47.6130472
centro educacional,ChIJ7yKSH9QSWpMRO2QDEI3zxVA,Centro De Ensino Fundamental 03 De Plana,True,CLOSED_TEMPORARILY,ChIJ7yKSH9QSWpMRO2QDEI3zxVA,"school,primary_school,point_of_interest,establishment","Eq 10/20 Lt H, St. Res. Leste | Buritís I Vila Vicentina/Setor Resadori Leste - Vila Buritis, Brasília - DF, 73355-050",4,23,https://www.google.com/maps/place/?q=place_id:ChIJ7yKSH9QSWpMRO2QDEI3zxVA,-15.615752,-47.6409038
,ChIJ7ysxBSzNW5MRyfiBcpbDMR8,Escola Da Vila,True,CLOSED_TEMPORARILY,ChIJ7ysxBSzNW5MRyfiBcpbDMR8,"school,point_of_interest,establishment","St. de Indústrias Gráficas - Taguatinga, Brasília - DF, 72153-504",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ7ysxBSzNW5MRyfiBcpbDMR8,-15.8328779,-48.0847923
escola,ChIJ7Z0aYqo6WpMRjg51HC_iMp8,Escola Parque 313/314 Sul,True,CLOSED_TEMPORARILY,ChIJ7Z0aYqo6WpMRjg51HC_iMp8,"school,primary_school,point_of_interest,establishment","Asa Sul EQS 313/314 - Asa Sul, Brasília - DF, 70390-110",4.5,13,https://www.google.com/maps/place/?q=place_id:ChIJ7Z0aYqo6WpMRjg51HC_iMp8,-15.82447,-47.920731
,ChIJ7ZoLGkEzWpMRR0-Tl-Khkr0,Escola Classe 08 De Taguatinga,True,CLOSED_TEMPORARILY,ChIJ7ZoLGkEzWpMRR0-Tl-Khkr0,"school,point_of_interest,establishment","Ae14, Taguatinga Norte QNG 12 - Taguatinga, Brasília - DF, 72130-120",4.1,12,https://www.google.com/maps/place/?q=place_id:ChIJ7ZoLGkEzWpMRR0-Tl-Khkr0,-15.8012006,-48.0656201
,ChIJ8___b4gyWpMRuIFJa4Kprko,Leonardo da Vinci,False,OPERATIONAL,ChIJ8___b4gyWpMRuIFJa4Kprko,"school,point_of_interest,establishment","QS 3 lt 2 - Águas Claras, Brasília - DF, 70297-400",4.4,117,https://www.google.com/maps/place/?q=place_id:ChIJ8___b4gyWpMRuIFJa4Kprko,-15.8472923,-48.0414369
escola infantil,ChIJ8_ZHdMYsWpMRx_Gqq3RtpWc,Creche Publica,True,CLOSED_TEMPORARILY,ChIJ8_ZHdMYsWpMRx_Gqq3RtpWc,"school,point_of_interest,establishment","Brasília, Q. 406 - Recanto das Emas, Brasília - DF",3,2,https://www.google.com/maps/place/?q=place_id:ChIJ8_ZHdMYsWpMRx_Gqq3RtpWc,-15.9120005,-48.0698657
,ChIJ806gzuwsWpMRHIQNoS-9Th8,Escola Universo do Saber,True,CLOSED_TEMPORARILY,ChIJ806gzuwsWpMRHIQNoS-9Th8,"school,point_of_interest,establishment","Q 302 Núcleo Rural Monjolo - Recanto das Emas, Brasília - DF, 72620-310",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ806gzuwsWpMRHIQNoS-9Th8,-15.9122555,-48.0882063
,ChIJ807ufb0qWpMRs0-FWF7jEUk,Escola Nacional de Administração Pública - Enap,False,OPERATIONAL,ChIJ807ufb0qWpMRs0-FWF7jEUk,"school,university,point_of_interest,establishment","SPO Área especial 2-A - Asa Sul, Brasília - DF, 70610-900",4.3,95,https://www.google.com/maps/place/?q=place_id:ChIJ807ufb0qWpMRs0-FWF7jEUk,-15.8303345,-47.9305734
,ChIJ80CTMpgwWpMRzRTjgjiSTuk,EC do SMU,True,CLOSED_TEMPORARILY,ChIJ80CTMpgwWpMRzRTjgjiSTuk,"school,point_of_interest,establishment","SMU, QRO, St. Esportivo AE - Sobradinho, Brasília - DF",5,6,https://www.google.com/maps/place/?q=place_id:ChIJ80CTMpgwWpMRzRTjgjiSTuk,-15.7748162,-47.9310233
,ChIJ80hA0Q4uWpMRGdM-sY5xqrg,Escola Carinha de Anjo - Há 17 anos formando excelentes alunos,False,OPERATIONAL,ChIJ80hA0Q4uWpMRGdM-sY5xqrg,"school,primary_school,point_of_interest,establishment","SH Arniqueiras Col. Agrícola Arniqueira - Taguatinga, Brasília - DF, 70297-400",4.7,32,https://www.google.com/maps/place/?q=place_id:ChIJ80hA0Q4uWpMRGdM-sY5xqrg,-15.8565893,-47.9959397
,ChIJ80J7QOa3W5MRZEYYleqRXH8,Escola Superior de Libras,True,CLOSED_TEMPORARILY,ChIJ80J7QOa3W5MRZEYYleqRXH8,"school,point_of_interest,establishment","Quadra 23, lote14, St. Tradicional - Brazlândia, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ80J7QOa3W5MRZEYYleqRXH8,-15.6796092,-48.1888963
,ChIJ81aFTA7NW5MRd-mFlhyg0KQ,Auto Escola Reaçã,True,CLOSED_TEMPORARILY,ChIJ81aFTA7NW5MRd-mFlhyg0KQ,"school,point_of_interest,establishment","St. P QNP 20 - Ceilândia, Brasília - DF, 72233-001",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ81aFTA7NW5MRd-mFlhyg0KQ,-15.8458265,-48.1117193
escola classe,ChIJ81zA92mAWZMRuDGbTqbLVFs,ESCOLA CLASSE 14 do Gama,False,OPERATIONAL,ChIJ81zA92mAWZMRuDGbTqbLVFs,"school,point_of_interest,establishment","EQ. 29/33 AE S. LESTE - Pte. Alta Norte (Gama), Brasília - DF, 72460-295",4.7,9,https://www.google.com/maps/place/?q=place_id:ChIJ81zA92mAWZMRuDGbTqbLVFs,-16.0269619,-48.05538
,ChIJ82F67jZHWpMRAqkiRBdV4YA,Escola Drummond,True,CLOSED_TEMPORARILY,ChIJ82F67jZHWpMRAqkiRBdV4YA,"school,point_of_interest,establishment","Engenho Velho, Quadra 10 Lote 09 - Fercal - Sobradinho, DF, 73150-030",1,1,https://www.google.com/maps/place/?q=place_id:ChIJ82F67jZHWpMRAqkiRBdV4YA,-15.6010464,-47.8715638
colégio,ChIJ82KSf1hlWpMRHMMG3InlsLA,Colégio Estadual Complexo 01,False,OPERATIONAL,ChIJ82KSf1hlWpMRHMMG3InlsLA,"school,point_of_interest,establishment","R. F, 218 - St. Oeste, Planaltina - GO",4,10,https://www.google.com/maps/place/?q=place_id:ChIJ82KSf1hlWpMRHMMG3InlsLA,-15.4558048,-47.6183906
,ChIJ83nia2SiUJMRpYHElxjv0tQ,CMEF-Colégio Majoritário Educacional de Formosa,True,CLOSED_TEMPORARILY,ChIJ83nia2SiUJMRpYHElxjv0tQ,"school,point_of_interest,establishment","R. Benedito Galvão, 356 - Formosinha, Formosa - GO, 73813-040",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ83nia2SiUJMRpYHElxjv0tQ,-15.5505157,-47.3341003
colégio,ChIJ84yYG6ItWpMReNxJdTgR0Vk,Instituto Wanderley Luxemburgo,True,CLOSED_TEMPORARILY,ChIJ84yYG6ItWpMReNxJdTgR0Vk,"school,point_of_interest,establishment","Csg 9 - s/n Lt 10 - Taguatinga, DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ84yYG6ItWpMReNxJdTgR0Vk,-15.8731106,-48.0353354
,ChIJ85FvviITWpMRQrJu3bwbfBk,EC 05 de Planaltina,True,CLOSED_TEMPORARILY,ChIJ85FvviITWpMRQrJu3bwbfBk,"school,point_of_interest,establishment","Vila Vecentina Q 17 - Planaltina, Brasília - DF, 73320-020",4.7,7,https://www.google.com/maps/place/?q=place_id:ChIJ85FvviITWpMRQrJu3bwbfBk,-15.631334,-47.65422
,ChIJ85GrdZdAWpMRayARg0ztgkU,Polo Da Eape De Sobradinho,True,CLOSED_TEMPORARILY,ChIJ85GrdZdAWpMRayARg0ztgkU,"school,point_of_interest,establishment","AR 9 - Sobradinho, Brasília - DF, 73062-300",4.5,4,https://www.google.com/maps/place/?q=place_id:ChIJ85GrdZdAWpMRayARg0ztgkU,-15.6421193,-47.8205165
centro educacional,ChIJ85JRCDxpWpMRsTGGloOMXhM,Centro de Educação Infantil Palmeiras - Única escola da zona rural do Distrito Federal com atendimento exclusivo em Educação Infantil,False,OPERATIONAL,ChIJ85JRCDxpWpMRsTGGloOMXhM,"school,point_of_interest,establishment","Planaltina, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ85JRCDxpWpMRsTGGloOMXhM,-15.5284284,-47.7409903
,ChIJ86qK4aIrWpMRuxEDthEfxs0,Centro Educacional 01 do Riacho Fundo II,False,OPERATIONAL,ChIJ86qK4aIrWpMRuxEDthEfxs0,"secondary_school,school,point_of_interest,establishment","QD 18 AE 02 - Riacho Fundo II, Brasília - DF, 71884-680",3.1,17,https://www.google.com/maps/place/?q=place_id:ChIJ86qK4aIrWpMRuxEDthEfxs0,-15.9491505,-48.0323277
,ChIJ87_0zugyWpMR-NqUWKDw-xo,Escola Saga - Brasília,False,OPERATIONAL,ChIJ87_0zugyWpMR-NqUWKDw-xo,"school,point_of_interest,establishment","10 St. Central C 7 Lote 02, Sala 101/201 Centro - Taguatinga, Brasília - DF, 72010-070",4,89,https://www.google.com/maps/place/?q=place_id:ChIJ87_0zugyWpMR-NqUWKDw-xo,-15.8322319,-48.0553302
,ChIJ87PS22k9WpMRAFLx7Gi6ugY,CEF 04 do Paranoá,True,CLOSED_TEMPORARILY,ChIJ87PS22k9WpMRAFLx7Gi6ugY,"school,point_of_interest,establishment","Qd 14 - Conjunto F - Ae 01 - Paranoá, DF, 71571-408",4.6,5,https://www.google.com/maps/place/?q=place_id:ChIJ87PS22k9WpMRAFLx7Gi6ugY,-15.7732121,-47.7764937
,ChIJ89uNEd0jWpMRHRinb3TJ8NY,Escola de Comunicações,True,CLOSED_TEMPORARILY,ChIJ89uNEd0jWpMRHRinb3TJ8NY,"school,point_of_interest,establishment","do Km, Q. 5, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ89uNEd0jWpMRHRinb3TJ8NY,-15.8701663,-47.8214
,ChIJ8bivcscTWpMRpDjBS6DgxtQ,Escola Municipal Estrela do Leste,True,CLOSED_TEMPORARILY,ChIJ8bivcscTWpMRpDjBS6DgxtQ,"school,point_of_interest,establishment","Sh Aprodarmas/Condomínio Mansões do Amanhecer Ae Q I - Planaltina, Brasília - GO, 73750-970",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ8bivcscTWpMRpDjBS6DgxtQ,-15.671763,-47.6583433
jardim,ChIJ8e-QGLq4W5MRo7xab0g6nd4,Escola Municipal Jardim da Barragem IV,True,CLOSED_TEMPORARILY,ChIJ8e-QGLq4W5MRo7xab0g6nd4,"school,point_of_interest,establishment","Avenida Cuiabá Quadras 36/38 Area Especial, s/n - Jardim da Barragem IV, Águas Lindas de Goiás - GO, 72910-000",2.8,10,https://www.google.com/maps/place/?q=place_id:ChIJ8e-QGLq4W5MRo7xab0g6nd4,-15.7267251,-48.29485769999999
,ChIJ8e-QGLq4W5MRukVNMUizz-8,Escola Municipal Nilzon Periquito de Lima,False,OPERATIONAL,ChIJ8e-QGLq4W5MRukVNMUizz-8,"school,point_of_interest,establishment","Mansões Olinda, Águas Lindas de Goiás - GO, 72910-000",3.8,24,https://www.google.com/maps/place/?q=place_id:ChIJ8e-QGLq4W5MRukVNMUizz-8,-15.7326997,-48.2744559
colégio,ChIJ8e-QGLq4W5MRVaGraGYiCzE,Colégio Polis,False,OPERATIONAL,ChIJ8e-QGLq4W5MRVaGraGYiCzE,"school,point_of_interest,establishment","Passagem de Pedestres - Mansões Águas Lindas, Águas Lindas de Goiás - GO, 72915-207",4.2,22,https://www.google.com/maps/place/?q=place_id:ChIJ8e-QGLq4W5MRVaGraGYiCzE,-15.727105,-48.282878
,ChIJ8e-QGLq4W5MRvarveiMQgCY,Colégio Estadual Maria Do Carmo Lima,False,OPERATIONAL,ChIJ8e-QGLq4W5MRvarveiMQgCY,"school,point_of_interest,establishment","Area Especial 1, 25 - Jardim Brasília, GO, 72910-001",3.9,24,https://www.google.com/maps/place/?q=place_id:ChIJ8e-QGLq4W5MRvarveiMQgCY,-15.727003,-48.283606
,ChIJ8eGukH8tWpMRanYNhBGmrBo,Centro De Educação Infantil 01 De Taguatinga,False,OPERATIONAL,ChIJ8eGukH8tWpMRanYNhBGmrBo,"school,secondary_school,point_of_interest,establishment","St. D Sul - Taguatinga, Brasília - DF, 72025-140",4.2,17,https://www.google.com/maps/place/?q=place_id:ChIJ8eGukH8tWpMRanYNhBGmrBo,-15.8550274,-48.045167
,ChIJ8eVLyiq3W5MRkdxawBUJ4Lg,CEF 01 de Brazlândia,True,CLOSED_TEMPORARILY,ChIJ8eVLyiq3W5MRkdxawBUJ4Lg,"school,secondary_school,point_of_interest,establishment","Q 6 - Veredas, Brasília - DF, 72726-600",4,14,https://www.google.com/maps/place/?q=place_id:ChIJ8eVLyiq3W5MRkdxawBUJ4Lg,-15.666803,-48.2010418
,ChIJ8QJYLypHWpMRyT-gYTgFNw4,EC 17 de Sobradinho,True,CLOSED_TEMPORARILY,ChIJ8QJYLypHWpMRyT-gYTgFNw4,"school,point_of_interest,establishment","SH Mansões Sobradinho Q 1 Condomínio Vila Rabêlo 1 - Sobradinho, Brasília - DF",4.5,6,https://www.google.com/maps/place/?q=place_id:ChIJ8QJYLypHWpMRyT-gYTgFNw4,-15.6234124,-47.8473218
,ChIJ8Qt1vHIlWpMREGs_vDC6VLY,Park Idiomas - Lago Sul,False,OPERATIONAL,ChIJ8Qt1vHIlWpMREGs_vDC6VLY,"school,point_of_interest,establishment","Shis Qi 5, Bloco D, Loja 07 - Lago Sul, Brasília - DF, 71615-540",4.7,17,https://www.google.com/maps/place/?q=place_id:ChIJ8Qt1vHIlWpMREGs_vDC6VLY,-15.8467242,-47.8933263
escola,ChIJ8RMdN5GFWZMRIZ4OJEEFmc4,Colégio Estadual Desembargador Dilermando Meireles,True,CLOSED_TEMPORARILY,ChIJ8RMdN5GFWZMRIZ4OJEEFmc4,"school,point_of_interest,establishment","Q. 4, 5 - Valparaizo I, Valparaíso de Goiás - GO",4.5,2,https://www.google.com/maps/place/?q=place_id:ChIJ8RMdN5GFWZMRIZ4OJEEFmc4,-16.077581,-47.9714349
,ChIJ8RUoUVw7WpMRd-XuS7iTqiE,Aguia Junior Guincho - Reboque,True,CLOSED_TEMPORARILY,ChIJ8RUoUVw7WpMRd-XuS7iTqiE,"secondary_school,school,point_of_interest,establishment","Av Juscelino Kubitschek, 13, Vila Planalto, Brasília - DF, 70297-400",5,2,https://www.google.com/maps/place/?q=place_id:ChIJ8RUoUVw7WpMRd-XuS7iTqiE,-15.7953976,-47.8510127
,ChIJ8RVwPArMW5MR1vgcYITkRcs,Escola Classe 61 de Ceilândia - DF,True,CLOSED_TEMPORARILY,ChIJ8RVwPArMW5MR1vgcYITkRcs,"school,point_of_interest,establishment","St. Q - Ceilândia, Brasília - DF, 72270-306",4.4,15,https://www.google.com/maps/place/?q=place_id:ChIJ8RVwPArMW5MR1vgcYITkRcs,-15.8056218,-48.14391209999999
escola,ChIJ8S01meIpWpMR8B83Fdxf40Y,Cese Sistema Mackenzie De Ensino,True,CLOSED_TEMPORARILY,ChIJ8S01meIpWpMR8B83Fdxf40Y,"school,point_of_interest,establishment","QRI 1 - Santa Maria, Brasília - DF, 70297-400",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ8S01meIpWpMR8B83Fdxf40Y,-15.9927218,-47.98971390000001
escola,ChIJ8SKbUlw7WpMRvHZF6Nuy4iw,AMIGOS DO TENNIS JUSTINO CAETANO,False,OPERATIONAL,ChIJ8SKbUlw7WpMRvHZF6Nuy4iw,"school,point_of_interest,establishment","Acamp DFL área especial 05 Clube Unidade Vizinhança da, Brasília - DF, 70803-110",4.8,21,https://www.google.com/maps/place/?q=place_id:ChIJ8SKbUlw7WpMRvHZF6Nuy4iw,-15.7900127,-47.8522079
centro educacional,ChIJ8TgbvRuAWZMRmtSQGB_ODK4,Centro Educacional 8 Do Gama,True,CLOSED_TEMPORARILY,ChIJ8TgbvRuAWZMRmtSQGB_ODK4,"school,point_of_interest,establishment","St. Sul Q 04 Ae - Gama, Brasília - DF, 72415-209",4.3,17,https://www.google.com/maps/place/?q=place_id:ChIJ8TgbvRuAWZMRmtSQGB_ODK4,-16.022387,-48.079605
escola infantil,ChIJ8TiAe68hWpMRUNmhEDBXlXg,Tia Mauricélia Baby,False,OPERATIONAL,ChIJ8TiAe68hWpMRUNmhEDBXlXg,"school,point_of_interest,establishment","Quadra 3 Conjunto F, lote 9 - jardim botânico 3, 71681-110",5,15,https://www.google.com/maps/place/?q=place_id:ChIJ8TiAe68hWpMRUNmhEDBXlXg,-15.8845986,-47.8164489
,ChIJ8TXpw4U9WpMRm9zlhE9gYMc,EC 01 do Itapoã - Paranoá,True,CLOSED_TEMPORARILY,ChIJ8TXpw4U9WpMRm9zlhE9gYMc,"school,point_of_interest,establishment","Qd 61 - Conjunto e - Ae - Del Lago - Itapoã, DF, 71590-000",4.4,8,https://www.google.com/maps/place/?q=place_id:ChIJ8TXpw4U9WpMRm9zlhE9gYMc,-15.7451914,-47.7695282
