term,place_id,name,permanently_closed,business_status,reference,found_types,formatted_address,rating,user_ratings_total,google_url,lat,lng
,ChIJ_7k-mpXMW5MRLA_pJUTAaq8,Colégio Mariano,False,OPERATIONAL,ChIJ_7k-mpXMW5MRLA_pJUTAaq8,"school,point_of_interest,establishment","St. M QNM 20 - Ceilândia, Brasília - DF, 72210-213",5,6,https://www.google.com/maps/place/?q=place_id:ChIJ_7k-mpXMW5MRLA_pJUTAaq8,-15.8097923,-48.1010712
,ChIJ_8vph1GHWZMR2KGA9_0DZcY,JI 116 de Santa Maria,True,CLOSED_TEMPORARILY,ChIJ_8vph1GHWZMR2KGA9_0DZcY,"school,point_of_interest,establishment","QR 116 - Santa Maria Norte, Brasília - DF, 72546-408",3.9,8,https://www.google.com/maps/place/?q=place_id:ChIJ_8vph1GHWZMR2KGA9_0DZcY,-16.002341,-47.996039
,ChIJ_b2Fu7eGWZMRHQobOk_AJyg,Escola Municipal Madre Paulina,True,CLOSED_TEMPORARILY,ChIJ_b2Fu7eGWZMRHQobOk_AJyg,"school,point_of_interest,establishment","Quadra 13, Área Institucional, 8 - Parque Cruzeiro do Sul, Valparaíso de Goiás - GO, 72871-015",4.3,8,https://www.google.com/maps/place/?q=place_id:ChIJ_b2Fu7eGWZMRHQobOk_AJyg,-16.0518821,-47.992514
,ChIJ_bAsT2ESWpMRmpToGVpJu1o,Escola Classe Pedra Fundamental,True,CLOSED_TEMPORARILY,ChIJ_bAsT2ESWpMRmpToGVpJu1o,"school,point_of_interest,establishment","Df 015 - Chácara Largo Da Pedra Rural - Planaltina, DF, 73301-970",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_bAsT2ESWpMRmpToGVpJu1o,-15.6739212,-47.6724273
,ChIJ_c-fP58_WpMRtMbyu_zedYk,Caixa Escolar da Ec 12 do Gama,True,CLOSED_TEMPORARILY,ChIJ_c-fP58_WpMRtMbyu_zedYk,"school,point_of_interest,establishment","Área Especial, Quadra 1 - Gama, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_c-fP58_WpMRtMbyu_zedYk,-15.6649077,-47.7985184
,ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,Clube Escolar do Centro Interescolar,True,CLOSED_TEMPORARILY,ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,"school,point_of_interest,establishment","Sgas 908 - lt 25/26 ae Sn - Brasília, DF, 70390-080",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,-15.8097271,-47.9096424
centro educacional,ChIJ_dcJmdM_WpMRYCHZnHgYCx8,COLÉGIO DA POLÍCIA MILITAR Centro Educacional 03 de Sobradinho,False,OPERATIONAL,ChIJ_dcJmdM_WpMRYCHZnHgYCx8,"school,point_of_interest,establishment","Q 05, A. E Nº 05 - Sobradinho, Brasília - DF, 73031-574",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_dcJmdM_WpMRYCHZnHgYCx8,-15.6580179,-47.7925346
"Centro de Ensino Fundamental Incra 07 Reserva G Gleba 3 – Incra 7 Rural – Brazlândia, DF – 72701-970",ChIJ_dOjyvDKW5MRhoe6F15fUVU,Escola Classe Incra 07,True,CLOSED_TEMPORARILY,ChIJ_dOjyvDKW5MRhoe6F15fUVU,"school,point_of_interest,establishment","Reserva G Gleba 3 - Incra 7 Rural - Brazlândia, DF, 72701-970, Brasil",4.4,5,https://www.google.com/maps/place/?q=place_id:ChIJ_dOjyvDKW5MRhoe6F15fUVU,-15.7489206,-48.1150512
,ChIJ_dzpqt8yWpMRBQu6VT57ALU,Colégio Pró-Futuro,False,OPERATIONAL,ChIJ_dzpqt8yWpMRBQu6VT57ALU,"school,point_of_interest,establishment","Qnb 10 Casas 11 e 13 1 - Norte, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_dzpqt8yWpMRBQu6VT57ALU,-15.8260769,-48.0614779
escola,ChIJ_dzpqt8yWpMRUu9s46oM6pw,Colégio Pró-Futuro,False,OPERATIONAL,ChIJ_dzpqt8yWpMRUu9s46oM6pw,"school,point_of_interest,establishment","13, St. B Norte - Taguatinga, Brasília - DF, 72115-100",4.7,10,https://www.google.com/maps/place/?q=place_id:ChIJ_dzpqt8yWpMRUu9s46oM6pw,-15.8246151,-48.06299749999999
,ChIJ_eFayMg6WpMRqai5w0OBHy8,Escola Classe 308 Sul,False,OPERATIONAL,ChIJ_eFayMg6WpMRqai5w0OBHy8,"school,primary_school,point_of_interest,establishment","Sqs 405 - Ae, SHCS, Brasília - DF, 70239-010",1,1,https://www.google.com/maps/place/?q=place_id:ChIJ_eFayMg6WpMRqai5w0OBHy8,-15.816328,-47.892332
escola,ChIJ_eJ5JuGEWZMRMc6yyaSN5Nc,Escola Municipal Jardim Flamboyant – Alzira Elvira Xavier,False,OPERATIONAL,ChIJ_eJ5JuGEWZMRMc6yyaSN5Nc,"school,point_of_interest,establishment","771, R. Paranoá, 687 - Jardim Flamboyant, Luziânia - GO, 72852-575",4,1,https://www.google.com/maps/place/?q=place_id:ChIJ_eJ5JuGEWZMRMc6yyaSN5Nc,-16.1161532,-47.9654295
,ChIJ_QF5PZVxWpMRnSKs_1kNuJA,Escola classe Bonsucesso,True,CLOSED_TEMPORARILY,ChIJ_QF5PZVxWpMRnSKs_1kNuJA,"school,point_of_interest,establishment","Planaltina, Brasília - DF",5,3,https://www.google.com/maps/place/?q=place_id:ChIJ_QF5PZVxWpMRnSKs_1kNuJA,-15.5056222,-47.5852952
,ChIJ_QWmq-4yWpMRZV41ldzbJxc,EC 17 de Taguatinga,False,OPERATIONAL,ChIJ_QWmq-4yWpMRZV41ldzbJxc,"school,point_of_interest,establishment","Qsa 03/05 Ae, Taguatinga Sul - Taguatinga, Brasília - DF, 72015-050",5,6,https://www.google.com/maps/place/?q=place_id:ChIJ_QWmq-4yWpMRZV41ldzbJxc,-15.834601,-48.0552666
infantil,ChIJ_R8OEAAwWpMRbC1pCq2IgYM,Jardim De Infância 314 Sul,True,CLOSED_TEMPORARILY,ChIJ_R8OEAAwWpMRbC1pCq2IgYM,"school,point_of_interest,establishment","Ae, SHCS SQS 314, Brasília - DF, 70383-000",4.8,5,https://www.google.com/maps/place/?q=place_id:ChIJ_R8OEAAwWpMRbC1pCq2IgYM,-15.826166,-47.922551
escola,ChIJ_RXa3bQtWpMRK0OYv2_r-ls,Centro Educacional Expoente Kids,True,CLOSED_TEMPORARILY,ChIJ_RXa3bQtWpMRK0OYv2_r-ls,"school,point_of_interest,establishment","4-13, Riacho Fundo II-1A Etapa - Riacho Fundo II, Brasília - DF",4,4,https://www.google.com/maps/place/?q=place_id:ChIJ_RXa3bQtWpMRK0OYv2_r-ls,-15.8905986,-48.0545169
escola classe,ChIJ_ShEYiPNW5MRAPPuroRLFoA,Escola Classe 22 De Ceilândia,True,CLOSED_TEMPORARILY,ChIJ_ShEYiPNW5MRAPPuroRLFoA,"school,point_of_interest,establishment","Eqnn 06/08 - Ceilândia, Brasília - DF, 72220-530",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_ShEYiPNW5MRAPPuroRLFoA,-15.8328253,-48.10353509999999
,ChIJ_SRtrXHMW5MRDfNDS5wJk_I,Cef 28 De Ceilândia,False,OPERATIONAL,ChIJ_SRtrXHMW5MRDfNDS5wJk_I,"school,point_of_interest,establishment","Ceilândia Norte - Ceilândia, Brasília - DF, 72242-000",3.6,25,https://www.google.com/maps/place/?q=place_id:ChIJ_SRtrXHMW5MRDfNDS5wJk_I,-15.8114822,-48.1398853
,ChIJ_STGSAHNW5MRdLL4SHaGi7M,Escola Infantil Futuro Certo,True,CLOSED_TEMPORARILY,ChIJ_STGSAHNW5MRdLL4SHaGi7M,"school,point_of_interest,establishment","V Qnl 28 Via 29 43 - T Norte, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_STGSAHNW5MRdLL4SHaGi7M,-15.8391936,-48.1160842
,ChIJ_T8a23bLW5MRYhSWTihQyjQ,Escola Classe 55 De Ceilândia,True,CLOSED_TEMPORARILY,ChIJ_T8a23bLW5MRYhSWTihQyjQ,"school,point_of_interest,establishment","Qno 20 Cj C, St. O - Ceilândia, DF, 72261-263",4.5,4,https://www.google.com/maps/place/?q=place_id:ChIJ_T8a23bLW5MRYhSWTihQyjQ,-15.7906165,-48.1419076
,ChIJ_U0Bu0WMWZMRw8dZQzTXnsU,Escola Municipal Braga II,True,CLOSED_TEMPORARILY,ChIJ_U0Bu0WMWZMRw8dZQzTXnsU,"school,point_of_interest,establishment","404, R. 6, 328 - Parque America, Cidade Ocidental - GO, 72880-000",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ_U0Bu0WMWZMRw8dZQzTXnsU,-16.0529485,-47.8164786
,ChIJ_V86jcUhWpMRqf_xUx3j-hI,Ascom Associaçao Comunitaria de Sao Sebastiao,False,OPERATIONAL,ChIJ_V86jcUhWpMRqf_xUx3j-hI,"school,point_of_interest,establishment","Q 2 - São Sebastião, Brasília - DF, 70297-400",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ_V86jcUhWpMRqf_xUx3j-hI,-15.8949898,-47.7772727
centro de ensino,ChIJ_WbjW2OiUJMRS6PQC2gcnZY,Weps Informatica Serviços,True,CLOSED_TEMPORARILY,ChIJ_WbjW2OiUJMRS6PQC2gcnZY,"school,point_of_interest,establishment","R. Augusto de Andrade - Formosinha, Formosa - GO, 73813-030",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_WbjW2OiUJMRS6PQC2gcnZY,-15.5456739,-47.3330949
,ChIJ_whxp3rMW5MRTM4246WgEDM,Escola Magistral,False,OPERATIONAL,ChIJ_whxp3rMW5MRTM4246WgEDM,"school,point_of_interest,establishment","St. P QNP 13 - Ceilândia, Brasília - DF, 72241-311",4.4,17,https://www.google.com/maps/place/?q=place_id:ChIJ_whxp3rMW5MRTM4246WgEDM,-15.8090182,-48.1298943
,ChIJ_wTz-EqBWZMRu170SiqKpRU,Reforço Escolar,True,CLOSED_TEMPORARILY,ChIJ_wTz-EqBWZMRu170SiqKpRU,"school,point_of_interest,establishment","R. 64 - Jardim Ceu Azul, Valparaíso de Goiás - GO, 72871-101",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_wTz-EqBWZMRu170SiqKpRU,-16.0548347,-48.0034196
centro de ensino,ChIJ_X5fdpA_WpMR6suCHl6NqbQ,Centro De Ensino Fundamental 01 De Sobradrinho,True,CLOSED_TEMPORARILY,ChIJ_X5fdpA_WpMR6suCHl6NqbQ,"school,point_of_interest,establishment","Q 02 Cj C/D Lt F - Sobradinho, DF, 73015-321",4.4,14,https://www.google.com/maps/place/?q=place_id:ChIJ_X5fdpA_WpMR6suCHl6NqbQ,-15.6574796,-47.79267470000001
,ChIJ_XCKc3yiUJMRx96WSm5a8qc,Escola Concretta Formosa,False,OPERATIONAL,ChIJ_XCKc3yiUJMRx96WSm5a8qc,"school,point_of_interest,establishment","Rua J Viana Lobo, 320 - Centro, Formosa - GO, 73801-270",3.2,5,https://www.google.com/maps/place/?q=place_id:ChIJ_XCKc3yiUJMRx96WSm5a8qc,-15.5441925,-47.3360936
centro educacional,ChIJ_xEhFuSFWZMR0QAWp_Q-mP0,Centro Educacional e Creche Estrelinhas,False,OPERATIONAL,ChIJ_xEhFuSFWZMR0QAWp_Q-mP0,"school,point_of_interest,establishment","Centro, Cidade Ocidental - GO, 72880-000",5,10,https://www.google.com/maps/place/?q=place_id:ChIJ_xEhFuSFWZMR0QAWp_Q-mP0,-16.109063,-47.9305192
,ChIJ_yDW5YkfWpMRDMVqYiryUHs,Centro Educacional São Francisco,False,OPERATIONAL,ChIJ_yDW5YkfWpMRDMVqYiryUHs,"school,secondary_school,point_of_interest,establishment","Quadra 17, Lote 100 - São Francisco, Brasília - DF, 71693-317",4.7,33,https://www.google.com/maps/place/?q=place_id:ChIJ_yDW5YkfWpMRDMVqYiryUHs,-15.914768,-47.76322039999999
,ChIJ_Yklefg6WpMRLmlOc890Q3k,Secretaria do colegio,True,CLOSED_TEMPORARILY,ChIJ_Yklefg6WpMRLmlOc890Q3k,"school,point_of_interest,establishment","SGAN Quadra 702 Bloco B, DF, 70710-700",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_Yklefg6WpMRLmlOc890Q3k,-15.7818255,-47.8880461
,ChIJ_yl6m_k6WpMRRJcujzYUAIE,Escola Brasil,True,CLOSED_TEMPORARILY,ChIJ_yl6m_k6WpMRRJcujzYUAIE,"school,point_of_interest,establishment","Srtvn 702 Brasília Rádio Cente 4034 - Asa Norte, DF",3,1,https://www.google.com/maps/place/?q=place_id:ChIJ_yl6m_k6WpMRRJcujzYUAIE,-15.7856099,-47.8900149
colégio,ChIJ_YLqf_qbWZMRU_cevHkC5GA,Colégio Estadual Coração De Maria,False,OPERATIONAL,ChIJ_YLqf_qbWZMRU_cevHkC5GA,"school,point_of_interest,establishment","Av. Lucena Roriz - Jardim do Inga, Luziânia - GO, 72850-010",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ_YLqf_qbWZMRU_cevHkC5GA,-16.1487807,-47.9526751
colégio,ChIJ_YRkTpU6WpMRLxboBndxYjU,Swiss Colegio,True,CLOSED_TEMPORARILY,ChIJ_YRkTpU6WpMRLxboBndxYjU,"school,point_of_interest,establishment","SGAS I SGAS 905 - Brasília, DF, 70297-400",5,2,https://www.google.com/maps/place/?q=place_id:ChIJ_YRkTpU6WpMRLxboBndxYjU,-15.802246,-47.90260019999999
,ChIJ_YroLmotWpMRhCauztrs1o4,Caixa Escolar do Ps 106 Recanto da Gema,True,CLOSED_TEMPORARILY,ChIJ_YroLmotWpMRhCauztrs1o4,"school,point_of_interest,establishment","Quadra 106 Cj 2b Lt 1 - s/n - Recanto das Emas, DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_YroLmotWpMRhCauztrs1o4,-15.8734931,-48.0584529
,ChIJ_YsoNos5WpMR0GVvJKejehg,Escola Classe Do Varjão,True,CLOSED_TEMPORARILY,ChIJ_YsoNos5WpMR0GVvJKejehg,"school,point_of_interest,establishment","Asa Sul Superquadra Sul 314 BL K - Asa Sul, Brasília - DF, 70383-000",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ_YsoNos5WpMR0GVvJKejehg,-15.708802,-47.878153
,ChIJ_YVJ8OMrWpMRGHnd1G93JBA,Escola Classe Ponte Alta Norte,True,CLOSED_TEMPORARILY,ChIJ_YVJ8OMrWpMRGHnd1G93JBA,"school,point_of_interest,establishment","DF-475, Nr - Pte. Alta Norte (Gama), Brasília - DF, 72400-000",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_YVJ8OMrWpMRGHnd1G93JBA,-15.9806697,-48.0720322
,ChIJ_ZcCZUeEWZMRqP6r7CuZXvM,"Escola Municipal Pedacinho do Céu - Maternal I e II, Jardim I e II",True,CLOSED_TEMPORARILY,ChIJ_ZcCZUeEWZMRqP6r7CuZXvM,"school,point_of_interest,establishment","Área Especial - Q. 2, SN - Valparaizo I, de - GO",5,4,https://www.google.com/maps/place/?q=place_id:ChIJ_ZcCZUeEWZMRqP6r7CuZXvM,-16.0840511,-47.9748139
,ChIJ_Zg5h_oSWpMR6BXiFKERmxU,Ec 01 Do Arapoanga,True,CLOSED_TEMPORARILY,ChIJ_Zg5h_oSWpMR6BXiFKERmxU,"school,point_of_interest,establishment","SH Arapoanga Condomínio Mansões Arapoanga Q 18B - Arapoanga Condomínio Mansões, Brasília - DF, 73370-100",3.4,11,https://www.google.com/maps/place/?q=place_id:ChIJ_Zg5h_oSWpMR6BXiFKERmxU,-15.6395813,-47.6359569
,ChIJ_Ztzxf86WpMRrsy4WtdTgDI,Centro De Ensino Fundamental 102 Norte,True,CLOSED_TEMPORARILY,ChIJ_Ztzxf86WpMRrsy4WtdTgDI,"school,primary_school,point_of_interest,establishment","Sqn 102 - Ae, SHCN, Brasília - DF, 70722-010",3.6,19,https://www.google.com/maps/place/?q=place_id:ChIJ_Ztzxf86WpMRrsy4WtdTgDI,-15.781427,-47.883028
escola infantil,ChIJ_ZXZK6PNW5MRnVsLc1NZ89o,Corre Cotia unidade 2,False,OPERATIONAL,ChIJ_ZXZK6PNW5MRnVsLc1NZ89o,"school,point_of_interest,establishment","St. L Norte EQNL 13/15 - Taguatinga, Brasília - DF, 72151-510",5,2,https://www.google.com/maps/place/?q=place_id:ChIJ_ZXZK6PNW5MRnVsLc1NZ89o,-15.8249215,-48.0886664
"Centro de Educação Infantil 316 Norte SQN 316 – CEF 316 Norte, SHCN, Brasília – DF – 70775-000",ChIJ-_xMl445WpMRNtA9g9XGZCI,Superquadra Norte 316,False,,ChIJ-_xMl445WpMRNtA9g9XGZCI,"sublocality_level_3,sublocality,political","Asa Norte Superquadra Norte 316 - Asa Norte, Brasília - DF, 70297-400, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ-_xMl445WpMRNtA9g9XGZCI,-15.7392064,-47.8964739
escola,ChIJ-0-cNblAWpMR8AhsPL5drrA,Atendimento Educacional Especializado ao Estudante com Altas Habilidades / Superdotação,True,CLOSED_TEMPORARILY,ChIJ-0-cNblAWpMR8AhsPL5drrA,"school,point_of_interest,establishment","02 04 Setor Oeste 73060-030, 3 - Sobradinho, Brasília - DF, 73062-400",5,4,https://www.google.com/maps/place/?q=place_id:ChIJ-0-cNblAWpMR8AhsPL5drrA,-15.6393094,-47.8280975
