term,place_id,name,permanently_closed,business_status,reference,found_types,formatted_address,rating,user_ratings_total,google_url,lat,lng
"Centro de Ensino Fundamental 09 St. D Sul QSD – Taguatinga Sul, Brasília – DF – 72020-010",ChIJ____B4MyWpMR6lN2p2zYXx8,CEF 18 - Centro de Ensino Fundamental 18 de Taguatinga,True,CLOSED_TEMPORARILY,ChIJ____B4MyWpMR6lN2p2zYXx8,"primary_school,school,point_of_interest,establishment","QSD 32 AE 01/02, St. D Sul Qsd 32 - Taguatinga, Brasília - DF, 72020-320, Brasil",5,6,https://www.google.com/maps/place/?q=place_id:ChIJ____B4MyWpMR6lN2p2zYXx8,-15.8536495,-48.0482587
"Centro de Ensino Médio 02 Q 36 AE 03, Vila São José – Brazlândia/DF – 72736-000",ChIJ____ByuxW5MRw76ZWfuEWjM,Centro de Ensino Médio 02 de Brazlândia,False,OPERATIONAL,ChIJ____ByuxW5MRw76ZWfuEWjM,"school,point_of_interest,establishment","Q 36 Ae 03, Vila São José - Brazlândia, DF, 72736-000, Brasil",4.1,18,https://www.google.com/maps/place/?q=place_id:ChIJ____ByuxW5MRw76ZWfuEWjM,-15.6662533,-48.1970916
"Centro de Ensino Fundamental 20 EQNM 08/10, Ceilândia Norte, Brasília/DF – CEP: 72210-540",ChIJ____P4HMW5MRFIj_iZ4FZIM,CEF 20 de Ceilândia,False,OPERATIONAL,ChIJ____P4HMW5MRFIj_iZ4FZIM,"school,secondary_school,point_of_interest,establishment","Eqnm 08/10, Ceilândia Norte - Ceilândia, Brasília - DF, 72210-540, Brasil",4.4,26,https://www.google.com/maps/place/?q=place_id:ChIJ____P4HMW5MRFIj_iZ4FZIM,-15.8009616,-48.1162447
"Centro Educacional 123 Qr 123 Ae Setor Sul, St. Sul – Samambaia Sul, DF – 72303-000",ChIJ____X2DSW5MRNkjsuIXdmQU,Centro Educacional 123 De Samambaia,False,OPERATIONAL,ChIJ____X2DSW5MRNkjsuIXdmQU,"school,primary_school,point_of_interest,establishment","Qr 123 Ae Setor Sul, St. Sul - Samambaia Sul, DF, 72303-000, Brasil",3.7,22,https://www.google.com/maps/place/?q=place_id:ChIJ____X2DSW5MRNkjsuIXdmQU,-15.8937745,-48.1227628
"CEF Metropolitana RUA 01 – LT 06 – PRACA DA METROPOLITANA –Núcleo Bandeirante, Brasília – DF – 71730-055",ChIJ__8_QyI7WpMRCOXnibTvBB4,CEF Metropolitana,False,OPERATIONAL,ChIJ__8_QyI7WpMRCOXnibTvBB4,"secondary_school,school,point_of_interest,establishment","Metropolitana - Núcleo Bandeirante, Brasília - DF, Brasil",4.7,17,https://www.google.com/maps/place/?q=place_id:ChIJ__8_QyI7WpMRCOXnibTvBB4,-15.8815144,-47.9748803
"Escola Classe Vila Nova Rua 31 – 200, 200, Sao Sebastao Sao Jose – São Sebastião, DF – 71693-032",ChIJ_-WpZYQfWpMRKl4gGfTBtWQ,EC Vila Nova,True,CLOSED_TEMPORARILY,ChIJ_-WpZYQfWpMRKl4gGfTBtWQ,"school,point_of_interest,establishment","Rua 31 - 200, 200, Sao Sebastao Sao Jose - São Sebastião, DF, 71693-032, Brasil",3.6,18,https://www.google.com/maps/place/?q=place_id:ChIJ_-WpZYQfWpMRKl4gGfTBtWQ,-15.9137922,-47.7593808
"CAIC Juscelino Kubitschek Park Way Trecho 2 Q 6 – Núcleo Bandeirante, Brasília – DF – 70297-400",ChIJ_0ZfAFQuWpMRxudn7tIHQdA,Cursinho Portal,True,CLOSED_TEMPORARILY,ChIJ_0ZfAFQuWpMRxudn7tIHQdA,"school,point_of_interest,establishment","3ª Avenida - bl Klmn lj 38 - Núcleo Bandeirante, DF, 71720-590, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_0ZfAFQuWpMRxudn7tIHQdA,-15.8701621,-47.96620979999999
"Centro de Ensino Fundamental 05 St. Oeste Q 26 – Gama, Brasília – DF – 72420-260",ChIJ_1AgiqkqWpMR20vGBb-xjek,Centro De Ensino Fundamental 05 Do Gama,True,CLOSED_TEMPORARILY,ChIJ_1AgiqkqWpMR20vGBb-xjek,"school,hospital,health,point_of_interest,establishment","St. Oeste Q 26 - Gama, Brasília - DF, 72420-260, Brasil",4.4,17,https://www.google.com/maps/place/?q=place_id:ChIJ_1AgiqkqWpMR20vGBb-xjek,-16.0157511,-48.0779717
"Escola Classe 36 EQNP 05/09 Área Especial, P Norte, Ceilândia, Brasília/DF – CEP: 72240-415",ChIJ_7BjC2fMW5MRKbN_mtMlWts,Escola Classe 36,False,OPERATIONAL,ChIJ_7BjC2fMW5MRKbN_mtMlWts,"school,point_of_interest,establishment","St. P EQNP 9/5 Conjunto P - Ceilândia, Brasília - DF, 72240-415, Brasil",3.5,8,https://www.google.com/maps/place/?q=place_id:ChIJ_7BjC2fMW5MRKbN_mtMlWts,-15.8177364,-48.1267771
"Jardim de Infância 116 QR 116 – Santa Maria Norte, Santa Maria – DF – 72546-408",ChIJ_8vph1GHWZMR2KGA9_0DZcY,JI 116 de Santa Maria,True,CLOSED_TEMPORARILY,ChIJ_8vph1GHWZMR2KGA9_0DZcY,"school,point_of_interest,establishment","QR 116 - Santa Maria Norte, Brasília - DF, 72546-408, Brasil",3.9,8,https://www.google.com/maps/place/?q=place_id:ChIJ_8vph1GHWZMR2KGA9_0DZcY,-16.002341,-47.996039
"CIEF SGAS I SGAS 907 – Asa Sul, Brasília – DF – 70390-070",ChIJ_cDXgbw6WpMRmnF8h8y_kCg,Centro Interescolar Educ Física FEDF-Direção,True,CLOSED_TEMPORARILY,ChIJ_cDXgbw6WpMRmnF8h8y_kCg,"school,point_of_interest,establishment","SGAS 908 - s/n Md 24/25 - Brasília, DF, 70390-080, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_cDXgbw6WpMRmnF8h8y_kCg,-15.8097271,-47.9096424
"CIEF SGAS I SGAS 907 – Asa Sul, Brasília – DF – 70390-070",ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,Clube Escolar do Centro Interescolar,True,CLOSED_TEMPORARILY,ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,"school,point_of_interest,establishment","Sgas 908 - lt 25/26 ae Sn - Brasília, DF, 70390-080, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_cDXgbw6WpMRWl0OD1I2Tmw,-15.8097271,-47.9096424
"Centro de Ensino Fundamental Incra 07 Reserva G Gleba 3 – Incra 7 Rural – Brazlândia, DF – 72701-970",ChIJ_dOjyvDKW5MRhoe6F15fUVU,Escola Classe Incra 07,True,CLOSED_TEMPORARILY,ChIJ_dOjyvDKW5MRhoe6F15fUVU,"school,point_of_interest,establishment","Reserva G Gleba 3 - Incra 7 Rural - Brazlândia, DF, 72701-970, Brasil",4.4,5,https://www.google.com/maps/place/?q=place_id:ChIJ_dOjyvDKW5MRhoe6F15fUVU,-15.7489206,-48.1150512
"CESAS – EJA Asa Sul SGAS II SGAS 602 – Asa Sul, Brasília – DF – 70200-720",ChIJ_eFayMg6WpMRqai5w0OBHy8,Escola Classe 308 Sul,False,OPERATIONAL,ChIJ_eFayMg6WpMRqai5w0OBHy8,"school,primary_school,point_of_interest,establishment","Sqs 405 - Ae, SHCS, Brasília - DF, 70239-010, Brasil",1,1,https://www.google.com/maps/place/?q=place_id:ChIJ_eFayMg6WpMRqai5w0OBHy8,-15.816328,-47.892332
"Centro de Ensino Fundamental 03 Taguatinga Sul QSD CL – Taguatinga, Brasília – DF – 72015-240",ChIJ_QWmq-4yWpMRZV41ldzbJxc,EC 17 de Taguatinga,False,OPERATIONAL,ChIJ_QWmq-4yWpMRZV41ldzbJxc,"school,point_of_interest,establishment","Qsa 03/05 Ae, Taguatinga Sul - Taguatinga, Brasília - DF, 72015-050, Brasil",5,6,https://www.google.com/maps/place/?q=place_id:ChIJ_QWmq-4yWpMRZV41ldzbJxc,-15.834601,-48.0552666
"Jardim de Infância 314 Sul SHCS SQS 314, Brasília – DF – 70383-000",ChIJ_R8OEAAwWpMRbC1pCq2IgYM,Jardim De Infância 314 Sul,True,CLOSED_TEMPORARILY,ChIJ_R8OEAAwWpMRbC1pCq2IgYM,"school,point_of_interest,establishment","Ae, SHCS SQS 314, Brasília - DF, 70383-000, Brasil",4.8,5,https://www.google.com/maps/place/?q=place_id:ChIJ_R8OEAAwWpMRbC1pCq2IgYM,-15.826166,-47.922551
escola,ChIJ_STGSAHNW5MRdLL4SHaGi7M,Escola Infantil Futuro Certo,True,CLOSED_TEMPORARILY,ChIJ_STGSAHNW5MRdLL4SHaGi7M,"school,point_of_interest,establishment","V Qnl 28 Via 29 43 - T Norte, Brasília - DF, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ_STGSAHNW5MRdLL4SHaGi7M,-15.8391936,-48.1160842
"CAIC Anísio Teixeira QNO 10 Área Especial, Setor O, Ceilândia, Brasília/DF – CEP: 72240-001",ChIJ_TwyvIjLW5MRqGWZeJO2n3k,Caic Prof. Anísio Texeira,True,CLOSED_TEMPORARILY,ChIJ_TwyvIjLW5MRqGWZeJO2n3k,"school,point_of_interest,establishment","Qno 10 Ae A, St. O - Ceilândia, DF, 72255-001, Brasil",4.1,19,https://www.google.com/maps/place/?q=place_id:ChIJ_TwyvIjLW5MRqGWZeJO2n3k,-15.7976925,-48.130315
"Centro de Ensino Fundamental 09 ",ChIJ_X5fdpA_WpMR6suCHl6NqbQ,Centro De Ensino Fundamental 01 De Sobradrinho,True,CLOSED_TEMPORARILY,ChIJ_X5fdpA_WpMR6suCHl6NqbQ,"school,point_of_interest,establishment","Q 02 Cj C/D Lt F - Sobradinho, DF, 73015-321, Brasil",4.4,14,https://www.google.com/maps/place/?q=place_id:ChIJ_X5fdpA_WpMR6suCHl6NqbQ,-15.6574796,-47.79267470000001
"CED São Francisco Quadra 17, Lote 100 – São Francisco, São Sebastião – DF – 71693-317",ChIJ_yDW5YkfWpMRDMVqYiryUHs,Centro Educacional São Francisco,False,OPERATIONAL,ChIJ_yDW5YkfWpMRDMVqYiryUHs,"school,secondary_school,point_of_interest,establishment","Quadra 17, Lote 100 - São Francisco, Brasília - DF, 71693-317, Brasil",4.7,33,https://www.google.com/maps/place/?q=place_id:ChIJ_yDW5YkfWpMRDMVqYiryUHs,-15.914768,-47.76322039999999
"Escola Classe 01 do Arapoanga Q 18B – Arapoanga Condomínio Mansões, Brasília – DF, 73370-100",ChIJ_Zg5h_oSWpMR6BXiFKERmxU,Ec 01 Do Arapoanga,True,CLOSED_TEMPORARILY,ChIJ_Zg5h_oSWpMR6BXiFKERmxU,"school,point_of_interest,establishment","SH Arapoanga Condomínio Mansões Arapoanga Q 18B - Arapoanga Condomínio Mansões, Brasília - DF, 73370-100, Brasil",3.4,11,https://www.google.com/maps/place/?q=place_id:ChIJ_Zg5h_oSWpMR6BXiFKERmxU,-15.6395813,-47.6359569
"Centro de Ensino Fundamental 102 Norte Sqn 102 – Ae, SHCN, Brasília – DF – 70722-010",ChIJ_Ztzxf86WpMRrsy4WtdTgDI,Centro De Ensino Fundamental 102 Norte,True,CLOSED_TEMPORARILY,ChIJ_Ztzxf86WpMRrsy4WtdTgDI,"school,primary_school,point_of_interest,establishment","Sqn 102 - Ae, SHCN, Brasília - DF, 70722-010, Brasil",3.6,19,https://www.google.com/maps/place/?q=place_id:ChIJ_Ztzxf86WpMRrsy4WtdTgDI,-15.781427,-47.883028
"Centro de Ensino Fundamental 09 ",ChIJ-0-cNblAWpMR8AhsPL5drrA,Atendimento Educacional Especializado ao Estudante com Altas Habilidades / Superdotação,True,CLOSED_TEMPORARILY,ChIJ-0-cNblAWpMR8AhsPL5drrA,"school,point_of_interest,establishment","02 04 Setor Oeste 73060-030, 3 - Sobradinho, Brasília - DF, 73062-400, Brasil",5,4,https://www.google.com/maps/place/?q=place_id:ChIJ-0-cNblAWpMR8AhsPL5drrA,-15.6393094,-47.8280975
"Jardim de Infância 308 Sul SQS308 – Asa Sul, Brasília – DF – 70390-100",ChIJ-0jditw6WpMRE0u-MpcVO5g,Jardim De Infância 102 Sul,True,CLOSED_TEMPORARILY,ChIJ-0jditw6WpMRE0u-MpcVO5g,"school,point_of_interest,establishment","SQS 102 - AE, SHCS, Brasília - DF, 70330-000, Brasil",4,4,https://www.google.com/maps/place/?q=place_id:ChIJ-0jditw6WpMRE0u-MpcVO5g,-15.80391,-47.889773
"Escola Classe 05 do Cruzeiro SHCES Qd 203 – Cruzeiro Novo, Brasília – DF – 70297-400",ChIJ-1Soi14wWpMRF3vJCZKQsLg,Escola Passos Firmes,True,CLOSED_TEMPORARILY,ChIJ-1Soi14wWpMRF3vJCZKQsLg,"school,point_of_interest,establishment","Cruzeiro Novo Qd 105 - Cruzeiro Novo, Brasília - DF, 70650-131, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ-1Soi14wWpMRF3vJCZKQsLg,-15.7981369,-47.9442699
"Escola Classe 06 do Cruzeiro Q. 805 – Cruzeiro Novo, Brasília – DF – 70297-400",ChIJ-1Soi14wWpMRywT5t0nI_YY,Escola Infantil Kennedy,True,CLOSED_TEMPORARILY,ChIJ-1Soi14wWpMRywT5t0nI_YY,"school,point_of_interest,establishment","Quadra 103 Conjunto 7 - B Lote 6 - Recanto das Emas, Brasília - DF, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ-1Soi14wWpMRywT5t0nI_YY,-15.7981369,-47.9442699
"Escola Classe 62 QNQ 1 Área Especial, Ceilândia, Brasília/DF – CEP: 72270-100",ChIJ-2mOjMnNW5MRAvMrmY-CmyA,Escola Classe 62 de Ceilândia,False,OPERATIONAL,ChIJ-2mOjMnNW5MRAvMrmY-CmyA,"school,point_of_interest,establishment","St. Q - Ceilândia, Brasília - DF, 72270-100, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ-2mOjMnNW5MRAvMrmY-CmyA,-15.8039811,-48.1395588
"Jardim de Infância 308 Sul SQS308 – Asa Sul, Brasília – DF – 70390-100",ChIJ-7ZF7cY6WpMRw4M1F8_aQ-8,Jardim De Infância 305 Sul,True,CLOSED_TEMPORARILY,ChIJ-7ZF7cY6WpMRw4M1F8_aQ-8,"school,point_of_interest,establishment","Sqs 305 - Ae, SHCS, Brasília - DF, 70352-000, Brasil",4.9,8,https://www.google.com/maps/place/?q=place_id:ChIJ-7ZF7cY6WpMRw4M1F8_aQ-8,-15.8084552,-47.8986719
"CED Vargem Bonita Rua 1 Núcleo Hortícula, Setor de Mansões Park Way – Núcleo Bandeirante, Brasília/DF – 71750-000",ChIJ-8FNl5AoWpMRaSJWk0Kfm2I,Centro Educacional Vargem Bonita (CEd Vargem Bonita),True,CLOSED_TEMPORARILY,ChIJ-8FNl5AoWpMRaSJWk0Kfm2I,"secondary_school,school,point_of_interest,establishment","Nucleo Horticula Vargem Bonita, s/n, Park Way, Brasília - DF, 71750-000, Brasil",2.3,3,https://www.google.com/maps/place/?q=place_id:ChIJ-8FNl5AoWpMRaSJWk0Kfm2I,-15.929239,-47.932377
"Escola Classe 06 do Cruzeiro Q. 805 – Cruzeiro Novo, Brasília – DF – 70297-400",ChIJ-a68il0wWpMRJWtxWHF2p9Q,CIMAN Cruzeiro,False,OPERATIONAL,ChIJ-a68il0wWpMRJWtxWHF2p9Q,"school,point_of_interest,establishment","Cruzeiro Novo Qd 501 - Cruzeiro / Sudoeste / Octogonal, Distrito Federal - DF, 70650-520, Brasil",4.7,25,https://www.google.com/maps/place/?q=place_id:ChIJ-a68il0wWpMRJWtxWHF2p9Q,-15.7997012,-47.9418648
"Centro de Ensino Fundamental 16 EQNM 22/24 Área Especial, Ceilândia Norte, Brasília/DF – CEP: 72210-570",ChIJ-eFZs5rMW5MRyuaDyKLtrDg,CEF 16 de Ceilândia,False,OPERATIONAL,ChIJ-eFZs5rMW5MRyuaDyKLtrDg,"school,primary_school,point_of_interest,establishment","Ceilândia Norte EQNM 22/24 - Ceilândia, Brasília - DF, 72210-580, Brasil",4.1,23,https://www.google.com/maps/place/?q=place_id:ChIJ-eFZs5rMW5MRyuaDyKLtrDg,-15.8033551,-48.1087302
"Escola Classe 104 Q. 104 Lt 01 – St. Res. Oeste (São Sebastião), Brasília – DF – 71692-300",ChIJ-f__t8whWpMRuwFXsZuqyy4,Escola Classe 104 De São Sebastião,False,OPERATIONAL,ChIJ-f__t8whWpMRuwFXsZuqyy4,"school,point_of_interest,establishment","Q. 104 Lt 01 - St. Res. Oeste (São Sebastião), Brasília - DF, 71692-300, Brasil",4,9,https://www.google.com/maps/place/?q=place_id:ChIJ-f__t8whWpMRuwFXsZuqyy4,-15.8958642,-47.7826152
"CEI da Estrutural Qd 03 Ae 01 – St Norte, St. Norte – Guará, Brasília – DF – 70297-400",ChIJ-f0mZloxWpMRTXrpsa0jeVU,Cei 01 Da Estrutural,True,CLOSED_TEMPORARILY,ChIJ-f0mZloxWpMRTXrpsa0jeVU,"school,point_of_interest,establishment","Qd 03 Ae 01 - St Norte, St. Norte - Guará, Brasília - DF, 70297-400, Brasil",4,5,https://www.google.com/maps/place/?q=place_id:ChIJ-f0mZloxWpMRTXrpsa0jeVU,-15.7787844,-47.9948965
"Escola Classe 02 EQ 02/04 AE S. LESTE – Pte. Alta Norte (Gama), Brasília – DF – 72425-025",ChIJ-Ry7hVLVW5MR6kP1aoA6Aus,Escola Classe 02 do Gama,True,CLOSED_TEMPORARILY,ChIJ-Ry7hVLVW5MR6kP1aoA6Aus,"school,point_of_interest,establishment","EQ 02/04 AE S. LESTE - Pte. Alta Norte (Gama), Brasília - DF, 72425-025, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ-Ry7hVLVW5MR6kP1aoA6Aus,-16.006313,-48.082414
"Centro de Educação Infantil 03 St. M-Norte QNM 36 – Taguatinga, Brasília – DF – 72145-632",ChIJ-SR60b3MW5MRWpfCL_XtSOs,CEI 03 de Taguatinga,True,CLOSED_TEMPORARILY,ChIJ-SR60b3MW5MRWpfCL_XtSOs,"school,point_of_interest,establishment","St. M-Norte QNM 36 - Taguatinga, Brasília - DF, 72145-632, Brasil",5,4,https://www.google.com/maps/place/?q=place_id:ChIJ-SR60b3MW5MRWpfCL_XtSOs,-15.8068117,-48.0980632
"Centro de Ensino Médio 804 s/n Área Especial 1 1 804 – Recanto das Emas, Brasília – DF – 72650-600",ChIJ-wa2X5YsWpMRacOBZNN1qMY,CEM do Recanto das Emas,False,OPERATIONAL,ChIJ-wa2X5YsWpMRacOBZNN1qMY,"secondary_school,school,point_of_interest,establishment","s/n Área Especial 1 1 804 - Recanto das Emas, Brasília - DF, 72650-600, Brasil",4.3,30,https://www.google.com/maps/place/?q=place_id:ChIJ-wa2X5YsWpMRacOBZNN1qMY,-15.9203821,-48.05837409999999
Escola Classe Incra 06 Rod Df 180 Km 06 Rural – Brazlândia – DF – 72701-970,ChIJ-wQdzu-3W5MREhdXDTvH3dE,Escola Classe Incra 06,True,CLOSED_TEMPORARILY,ChIJ-wQdzu-3W5MREhdXDTvH3dE,"school,point_of_interest,establishment","Rod Df 180 Km 06 Rural - Brazlândia, DF, 72701-970, Brasil",2.5,2,https://www.google.com/maps/place/?q=place_id:ChIJ-wQdzu-3W5MREhdXDTvH3dE,-15.7282615,-48.1922787
"CEI do Riacho Fundo II QN 14A, Área Especial 1-2 – Riacho Fundo II – 1A Etapa, Núcleo Bandeirante, Brasília – DF – 71881-110",ChIJ-z6eznctWpMRKqEJj5TBRyk,Centro De Educação Infantil Do Riacho Fundo,True,CLOSED_TEMPORARILY,ChIJ-z6eznctWpMRKqEJj5TBRyk,"school,point_of_interest,establishment","QN 14A Área Especial 1-2, Riacho Fundo ll - Núcleo Bandeirante, DF, 71881-110, Brasil",5,1,https://www.google.com/maps/place/?q=place_id:ChIJ-z6eznctWpMRKqEJj5TBRyk,-15.896538,-48.049763
"Centro de Educação Infantil 307 Qr 307 Ae, St. Chácaras P Sul – Samambaia Sul, Brasília – DF – 72305-600",ChIJ02-5yL_SW5MRwq97XVpyyi4,Centro de Educação Infantil 307 De Samambaia,True,CLOSED_TEMPORARILY,ChIJ02-5yL_SW5MRwq97XVpyyi4,"school,point_of_interest,establishment","Qr 307 Ae, St. Chácaras P Sul - Samambaia Sul, Brasília - DF, 72305-600, Brasil",3.2,6,https://www.google.com/maps/place/?q=place_id:ChIJ02-5yL_SW5MRwq97XVpyyi4,-15.8855295,-48.0991383
"Escola Meninos E Meninas Do Parque Srps – Asa Sul, Brasília – DF – 70390-090",ChIJ03S42I4yWpMRZmZ1WL_hoWA,Escola Canarinho - Unidade Asa Sul,False,OPERATIONAL,ChIJ03S42I4yWpMRZmZ1WL_hoWA,"school,point_of_interest,establishment","Bloco C Eqs 212/412, Brasília - DF, 70275-450, Brasil",4.4,20,https://www.google.com/maps/place/?q=place_id:ChIJ03S42I4yWpMRZmZ1WL_hoWA,-15.829288,-47.9119247
"Escola Parque 210/211 Sul SHCS EQS 210/211 – Asa Sul, Brasília – DF – 70382-400",ChIJ059JEAAwWpMRq_Y7E007OCs,Escola Classe 314,True,CLOSED_TEMPORARILY,ChIJ059JEAAwWpMRq_Y7E007OCs,"school,point_of_interest,establishment","SHCS SQS 314 - Brasília, DF, 70297-400, Brasil",0,0,https://www.google.com/maps/place/?q=place_id:ChIJ059JEAAwWpMRq_Y7E007OCs,-15.8261472,-47.9225256
"Escola Classe Bela Vista Rua 01 nº 221 Bela Vista, Brasília/DF – 71694-102",ChIJ05e1N4kfWpMR12_A_lUeA_Q,Escola Classe Bela Vista,True,CLOSED_TEMPORARILY,ChIJ05e1N4kfWpMR12_A_lUeA_Q,"school,point_of_interest,establishment","Rua 1, 221 - Bela Vista (São Sebastião), Brasília - DF, 71690-000, Brasil",4,8,https://www.google.com/maps/place/?q=place_id:ChIJ05e1N4kfWpMR12_A_lUeA_Q,-15.9137563,-47.7545091
"Centro de Ensino Especial 02 QNO 12 Área Especial G, Setor O, Ceilândia, Brasília/DF – CEP: 72255-207",ChIJ0d4uupHLW5MR7ghC_bhrhLc,Centro De Ensino Especial 02,True,CLOSED_TEMPORARILY,ChIJ0d4uupHLW5MR7ghC_bhrhLc,"school,point_of_interest,establishment","Qno 12 Ae G, St. O - Ceilândia, DF, 72255-207, Brasil",4.8,4,https://www.google.com/maps/place/?q=place_id:ChIJ0d4uupHLW5MR7ghC_bhrhLc,-15.7904908,-48.1332209
"Escola Classe 05 Guará I QE 20 – Guará, Brasília – DF – 71015-105",ChIJ0fKmo-oxWpMRomjImsh2tsI,Escola Classe 05 do Guará (EC 05),True,CLOSED_TEMPORARILY,ChIJ0fKmo-oxWpMRomjImsh2tsI,"school,point_of_interest,establishment","Guará I QE 20 - Guará, Brasília - DF, 71015-105, Brasil",4.3,8,https://www.google.com/maps/place/?q=place_id:ChIJ0fKmo-oxWpMRomjImsh2tsI,-15.8230551,-47.9816651
"Escola Classe Lajes da Jiboia BR 060 DF 190 km 11, Núcleo Rural Lajes da Jiboia, Ceilândia, Brasília/DF – CEP: 72210-000",ChIJ0RG1HCzbW5MRnuKAifSbM0o,Escola Classe Lajes Da Jibóia,True,CLOSED_TEMPORARILY,ChIJ0RG1HCzbW5MRnuKAifSbM0o,"school,point_of_interest,establishment","Br 060 - Df 180 Km 09 Ceilândia Rural - Ceilândia, DF, 72000-000, Brasil",3,2,https://www.google.com/maps/place/?q=place_id:ChIJ0RG1HCzbW5MRnuKAifSbM0o,-15.9117366,-48.2672407
"Centro de Ensino Médio 03 Qse 05 – Taguatinga, Brasília – DF – 72025-050",ChIJ0SkjuxwsWpMR_55XqkvISqw,CEM 03 de Taguatinga,False,OPERATIONAL,ChIJ0SkjuxwsWpMR_55XqkvISqw,"school,secondary_school,point_of_interest,establishment","Qse 05 - Taguatinga, Brasília - DF, 72025-050, Brasil",3.8,36,https://www.google.com/maps/place/?q=place_id:ChIJ0SkjuxwsWpMR_55XqkvISqw,-15.8596198,-48.0395809
"Escola Classe 06 EQ 09/19 AE S. OESTE – Pte. Alta Norte (Gama), Brasília – DF – 72425-097",ChIJ0TczyKkqWpMR3KqDTP3NSAM,Escola Classe 06 do Gama (EC 06),True,CLOSED_TEMPORARILY,ChIJ0TczyKkqWpMR3KqDTP3NSAM,"school,point_of_interest,establishment","EQ 09/19 AE S. OESTE - Pte. Alta Norte (Gama), Brasília - DF, 72425-097, Brasil",4.5,8,https://www.google.com/maps/place/?q=place_id:ChIJ0TczyKkqWpMR3KqDTP3NSAM,-16.0117914,-48.0731062
"Escola Meninos E Meninas Do Parque Srps – Asa Sul, Brasília – DF – 70390-090",ChIJ0TVQhaY6WpMRCDwzmOEWuVE,Colégio Santo Antônio,False,OPERATIONAL,ChIJ0TVQhaY6WpMRCDwzmOEWuVE,"school,point_of_interest,establishment","SGAS I St. de Grandes Áreas Sul 911 Suas 911b - Asa Sul, Brasília - DF, 70390-110, Brasil",4.6,42,https://www.google.com/maps/place/?q=place_id:ChIJ0TVQhaY6WpMRCDwzmOEWuVE,-15.8134665,-47.9170756
"Centro de Ensino Fundamental 09 ",ChIJ0wpNi31AWpMRLHWaVHfnfa8,Centro de Ensino Santa Rita de Cássia,True,CLOSED_TEMPORARILY,ChIJ0wpNi31AWpMRLHWaVHfnfa8,"school,point_of_interest,establishment","Área Especial, Quadra 09 - Sobradinho, Brasília - DF, 73035-090, Brasil",4.8,29,https://www.google.com/maps/place/?q=place_id:ChIJ0wpNi31AWpMRLHWaVHfnfa8,-15.6428091,-47.8025979
"Escola Parque 210/211 Norte Asa Norte SQN 210/211 – Asa Norte, Brasília – DF – 70297-400",ChIJ0YXk5TI6WpMRaOKAovbktBA,Escola Parque 210/211 Norte (EP 210/211 Norte),True,CLOSED_TEMPORARILY,ChIJ0YXk5TI6WpMRaOKAovbktBA,"school,point_of_interest,establishment","Asa Norte SQN 210/211 - Asa Norte, Brasília - DF, 70297-400, Brasil",4.6,11,https://www.google.com/maps/place/?q=place_id:ChIJ0YXk5TI6WpMRaOKAovbktBA,-15.754258,-47.883772
"Centro de Ensino Fundamental 03 Taguatinga Sul QSD CL – Taguatinga, Brasília – DF – 72015-240",ChIJ1_9_dYUyWpMROWOIyLtPORY,EC 10 de Taguatinga,True,CLOSED_TEMPORARILY,ChIJ1_9_dYUyWpMROWOIyLtPORY,"school,point_of_interest,establishment","St. D Sul QSD 18 AE 23 - Taguatinga, Brasília - DF, 72020-180, Brasil",4.6,17,https://www.google.com/maps/place/?q=place_id:ChIJ1_9_dYUyWpMROWOIyLtPORY,-15.8500532,-48.0477804
"Centro de Ensino Fundamental 602 Qd 602 – Conjunto 01 – Lote 01, Av. Recanto das Emas – Recanto das Emas, DF – 72640-201",ChIJ1_N5oJQsWpMRia_Zvw0zMfI,Centro De Ensino Fundamental 602 Recanto,False,OPERATIONAL,ChIJ1_N5oJQsWpMRia_Zvw0zMfI,"school,primary_school,point_of_interest,establishment","Qd 602 - Conjunto 01 - Lote 01, Av. Recanto das Emas - Recanto das Emas, DF, 72640-201, Brasil",3.9,17,https://www.google.com/maps/place/?q=place_id:ChIJ1_N5oJQsWpMRia_Zvw0zMfI,-15.9153995,-48.054685
"Escola Parque 210/211 Sul SHCS EQS 210/211 – Asa Sul, Brasília – DF – 70382-400",ChIJ134lxMk6WpMR9tg3uhOeSNs,Escola Classe SQS 107-FEDF,True,CLOSED_TEMPORARILY,ChIJ134lxMk6WpMR9tg3uhOeSNs,"school,point_of_interest,establishment","SHCS CLS 111 - Brasília, DF, 70390-100, Brasil",3.8,4,https://www.google.com/maps/place/?q=place_id:ChIJ134lxMk6WpMR9tg3uhOeSNs,-15.8243686,-47.91228539999999
