place_id,name,permanently_closed,business_status,reference,found_types,formatted_address,rating,user_ratings_total,google_url
ChIJC_g5sxMyWpMRORjmcuhVEHg,Park Idiomas Águas Claras,False,OPERATIONAL,ChIJC_g5sxMyWpMRORjmcuhVEHg,"school,point_of_interest,establishment","Club Residencial - Rua Alecrim, LT 06, Loja 03, Eificio Stilo, DF, 71909-360",4.8,61,https://www.google.com/maps/place/?q=place_id:ChIJC_g5sxMyWpMRORjmcuhVEHg
ChIJC1Ii7hIyWpMR5Ha-TIQD0Ws,Sigma Águas Claras,False,OPERATIONAL,ChIJC1Ii7hIyWpMR5Ha-TIQD0Ws,"school,point_of_interest,establishment","R. 14 Sul, S/N - Lote 6 - Águas Claras, Brasília - DF, 71939-720",3.9,53,https://www.google.com/maps/place/?q=place_id:ChIJC1Ii7hIyWpMR5Ha-TIQD0Ws
ChIJC9f7UAkzWpMRSTL-gIlisLM,Escola Lbv,True,CLOSED_TEMPORARILY,ChIJC9f7UAkzWpMRSTL-gIlisLM,"school,point_of_interest,establishment","33b, Colônia Agrícola Samambaia - Taguatinga, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJC9f7UAkzWpMRSTL-gIlisLM
ChIJccCVKBEyWpMRlTkfQ-mi8Nw,Ensina Mais - Turma da Mônica (Apoio Escolar),False,OPERATIONAL,ChIJccCVKBEyWpMRlTkfQ-mi8Nw,"school,point_of_interest,establishment","Max Mall - LT 03, R. 7 Norte, Loja 38 - Águas Claras, Brasília - DF, 71908-180",5,1,https://www.google.com/maps/place/?q=place_id:ChIJccCVKBEyWpMRlTkfQ-mi8Nw
ChIJDcgHD4rLW5MR1gWRA1wzAUw,ESCOLA PAULINA DE JESUS,False,OPERATIONAL,ChIJDcgHD4rLW5MR1gWRA1wzAUw,"school,point_of_interest,establishment","Expansão do St. O QNO 16 - Ceilândia, Brasília - DF, 72260-609",4.7,6,https://www.google.com/maps/place/?q=place_id:ChIJDcgHD4rLW5MR1gWRA1wzAUw
ChIJDQHuEjgzWpMRuNOc_QD-nIE,Ensino COC,True,CLOSED_TEMPORARILY,ChIJDQHuEjgzWpMRuNOc_QD-nIE,"school,point_of_interest,establishment","St. E Norte QNE 33 - Taguatinga, Brasília - DF, 72125-050",0,0,https://www.google.com/maps/place/?q=place_id:ChIJDQHuEjgzWpMRuNOc_QD-nIE
ChIJDWtQsgrMW5MRfsm9qxA5oks,Escola de Educação Infantil Cast Encant,True,CLOSED_TEMPORARILY,ChIJDWtQsgrMW5MRfsm9qxA5oks,"school,point_of_interest,establishment","40, Q Qnb, 10 - T Norte, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJDWtQsgrMW5MRfsm9qxA5oks
ChIJe8eYuE7MW5MR7fREoMcyL5o,Escola de Educação Infantil Garatuja,False,OPERATIONAL,ChIJe8eYuE7MW5MR7fREoMcyL5o,"school,point_of_interest,establishment","SH Sol Nascente - Ceilândia, Brasília - DF",5,1,https://www.google.com/maps/place/?q=place_id:ChIJe8eYuE7MW5MR7fREoMcyL5o
ChIJe9-0vdgyWpMR1N6Pen41Jq0,Escola Classe 39 de Taguatinga,False,OPERATIONAL,ChIJe9-0vdgyWpMR1N6Pen41Jq0,"school,point_of_interest,establishment","Qnc 15 Ae15/17 - Taguatinga, Brasília - DF, 72115-650",4.4,8,https://www.google.com/maps/place/?q=place_id:ChIJe9-0vdgyWpMR1N6Pen41Jq0
ChIJEQ15PQwyWpMRpNrqOs4E0E8,"BERÇÁRIO, ESCOLA E CRECHE BEBÊ A BÁ",False,OPERATIONAL,ChIJEQ15PQwyWpMRpNrqOs4E0E8,"school,point_of_interest,establishment","SHA CONJUNTO 6, Chácara, 24 - LOTE 03 - Águas Claras, Brasília - DF, 71996-210",4.8,6,https://www.google.com/maps/place/?q=place_id:ChIJEQ15PQwyWpMRpNrqOs4E0E8
ChIJeU2wiDszWpMRyOydiTqPG8I,Escola Alencar,True,CLOSED_TEMPORARILY,ChIJeU2wiDszWpMRyOydiTqPG8I,"school,point_of_interest,establishment","Colônia Agrícola Vicente Pires - s/n lt R 7 Ch 333 - Taguatinga, DF, 71095-000",4,1,https://www.google.com/maps/place/?q=place_id:ChIJeU2wiDszWpMRyOydiTqPG8I
ChIJeXjpTiEzWpMReq8UvWoDsNE,Centro De Ensino Fundamental 14 De Tagua,False,OPERATIONAL,ChIJeXjpTiEzWpMReq8UvWoDsNE,"school,point_of_interest,establishment","Qnb 15 Ae 02, Taguatinga Norte - Taguatinga, Brasília - DF, 72115-150",4.4,22,https://www.google.com/maps/place/?q=place_id:ChIJeXjpTiEzWpMReq8UvWoDsNE
ChIJExP_ZffMW5MRfTzTqMQr_Yw,Escola Legal Creche-Pre Escola-Ensino Fundamental,True,CLOSED_TEMPORARILY,ChIJExP_ZffMW5MRfTzTqMQr_Yw,"school,point_of_interest,establishment","St. N QNN 18 - Ceilândia, Brasília - DF, 72220-185",0,0,https://www.google.com/maps/place/?q=place_id:ChIJExP_ZffMW5MRfTzTqMQr_Yw
ChIJf8AHQW4yWpMRcZzKc3ZIxiQ,Transporte Escolar TransKS,False,OPERATIONAL,ChIJf8AHQW4yWpMRcZzKc3ZIxiQ,"school,point_of_interest,establishment","Blvd. Sul - Águas Claras, Brasília - DF, 70297-400",3,2,https://www.google.com/maps/place/?q=place_id:ChIJf8AHQW4yWpMRcZzKc3ZIxiQ
ChIJFcdkOusyWpMR972py_4VPw8,Escola Técnica Querubim Saúde,True,CLOSED_TEMPORARILY,ChIJFcdkOusyWpMR972py_4VPw8,"school,point_of_interest,establishment","St. B Sul QSB 7 - Taguatinga, Brasília - DF, 72015-570",0,0,https://www.google.com/maps/place/?q=place_id:ChIJFcdkOusyWpMR972py_4VPw8
ChIJfWt9y4MtWpMRcLYHN8itgZE,Associação de Pais e Mestres da Escola CLASSE13,True,CLOSED_TEMPORARILY,ChIJfWt9y4MtWpMRcLYHN8itgZE,"school,point_of_interest,establishment","St. E Sul CSF 1 - Taguatinga Sul, Brasília - DF, 72025-300",0,0,https://www.google.com/maps/place/?q=place_id:ChIJfWt9y4MtWpMRcLYHN8itgZE
ChIJg61-fOcyWpMRXXRRVifRxhM,Caixa Escolar da Escola Classe Córrego das Corujas,True,CLOSED_TEMPORARILY,ChIJg61-fOcyWpMRXXRRVifRxhM,"school,point_of_interest,establishment","Cnb 01 Setor Central Área Espe 1 - Taguatinga, Brasília - DF",0,0,https://www.google.com/maps/place/?q=place_id:ChIJg61-fOcyWpMRXXRRVifRxhM
ChIJgcAg3ZjMW5MRoJZI9RJF9Vo,Escola Classe 52 De Taguatinga,True,CLOSED_TEMPORARILY,ChIJgcAg3ZjMW5MRoJZI9RJF9Vo,"school,point_of_interest,establishment","Qnm 38 Ae 01, Taguatinga Norte - Taguatinga, DF, 72145-518",4.3,9,https://www.google.com/maps/place/?q=place_id:ChIJgcAg3ZjMW5MRoJZI9RJF9Vo
ChIJgQmcrMMzWpMRaktrpUC8QXg,UP Colégio Integral,True,CLOSED_TEMPORARILY,ChIJgQmcrMMzWpMRaktrpUC8QXg,"school,point_of_interest,establishment","St. A Norte CNA 3 casa 01 - Taguatinga, Brasília - DF, 72110-370",5,2,https://www.google.com/maps/place/?q=place_id:ChIJgQmcrMMzWpMRaktrpUC8QXg
ChIJheMXdZQtWpMRi8fdAq9yoFk,Escola Educ' Arte,False,OPERATIONAL,ChIJheMXdZQtWpMRi8fdAq9yoFk,"school,point_of_interest,establishment","avenida aguas claras lote 36 qs 6 - Areal, Brasília - DF, 71965-000",4.9,9,https://www.google.com/maps/place/?q=place_id:ChIJheMXdZQtWpMRi8fdAq9yoFk
ChIJhYTtMfYzWpMRemIOQ95eIG8,escola municipal antonio de jesus leite,True,CLOSED_TEMPORARILY,ChIJhYTtMfYzWpMRemIOQ95eIG8,"school,point_of_interest,establishment","2 - St. B Sul, Taguatinga Sul QSB 10, Brasília - DF, 72016-190",0,0,https://www.google.com/maps/place/?q=place_id:ChIJhYTtMfYzWpMRemIOQ95eIG8
ChIJJS6SGcQtWpMRPXV3WmEHlfw,Maple Bear,True,CLOSED_TEMPORARILY,ChIJJS6SGcQtWpMRPXV3WmEHlfw,"school,point_of_interest,establishment","ADE Águas Claras - Taguatinga, Brasília - DF, 71985-300",5,2,https://www.google.com/maps/place/?q=place_id:ChIJJS6SGcQtWpMRPXV3WmEHlfw
ChIJjU52sJ7MW5MRTx46mzYb5AQ,Escola Pir Lim Pim Pim,True,CLOSED_TEMPORARILY,ChIJjU52sJ7MW5MRTx46mzYb5AQ,"primary_school,school,point_of_interest,establishment","Conjunto E - Lote 48 - M Norte, Taguatinga Norte, Brasília - DF, 72145-605",2.3,3,https://www.google.com/maps/place/?q=place_id:ChIJjU52sJ7MW5MRTx46mzYb5AQ
